payment_id,order_id,payment_method,amount,payment_date
519,519,bank,475.17,2023-12-24
520,520,card,314.07,2025-05-07
521,521,card,185.8,2025-04-03
522,522,bank,370.75,2025-03-20
523,523,card,132.2,2024-04-14
524,524,bank,668.75,2025-07-28
525,525,bank,1892.92,2025-09-16
526,526,paypal,375.46,2024-04-14
527,527,bank,237.38,2025-02-14
528,528,paypal,188.74,2023-07-21
529,529,card,222.49,2025-09-20
530,530,card,152.64,2025-10-17
531,531,bank,65.01,2025-05-21
532,532,bank,128.3,2025-02-06
533,533,bank,137.44,2025-10-13
534,534,card,208.78,2024-01-25
535,535,paypal,238.26,2025-05-31
536,536,card,193.92,2023-12-03
537,537,card,233.64,2023-11-07
538,538,card,99.84,2022-12-28
539,539,card,13.92,2024-09-26
540,540,bank,42.14,2024-12-11
541,541,card,325.07,2024-01-20
542,542,paypal,566.78,2024-04-15
543,543,paypal,116.73,2025-01-17
544,544,card,71.57,2024-02-27
545,545,bank,156.96,2025-01-04
546,546,bank,408.45,2024-08-12
547,547,card,64.23,2023-02-07
548,548,card,42.14,2025-05-29
549,549,bank,159.84,2024-02-26
550,550,bank,22.65,2023-12-22
551,551,bank,236.82,2023-05-06
552,552,paypal,69.24,2023-07-09
553,553,paypal,299.35,2025-03-29
554,554,paypal,93.93,2023-11-03
555,555,card,77.15,2023-10-26
556,556,paypal,32.25,2023-12-13
557,557,card,106.98,2024-11-13
558,558,bank,1860.65,2023-07-20
559,559,paypal,187.62,2023-04-21
560,560,card,66.0,2025-11-09
561,561,paypal,110.5,2025-03-09
562,562,card,24.58,2025-01-14
563,563,bank,29.48,2024-06-08
564,564,bank,440.58,2024-08-19
565,565,bank,167.89,2024-08-01
566,566,paypal,116.77,2024-09-01
567,567,card,186.28,2025-04-22
568,568,card,259.26,2024-04-21
569,569,bank,12.88,2024-02-26
570,570,bank,89.99,2023-03-29
571,571,paypal,156.48,2023-12-04
572,572,paypal,106.14,2023-07-27
573,573,paypal,484.29,2025-07-14
574,574,bank,249.52,2024-12-05
575,575,paypal,28.08,2025-09-12
576,576,paypal,277.21,2023-03-04
577,577,bank,113.34,2024-03-19
578,578,card,30.0,2023-02-19
579,579,card,319.3,2024-09-23
580,580,paypal,152.14,2024-08-15
581,581,paypal,403.76,2024-09-21
582,582,paypal,8.8,2023-07-18
583,583,card,119.35,2024-08-25
584,584,card,77.96,2024-11-26
585,585,card,183.69,2023-01-03
586,586,card,86.13,2024-04-18
587,587,card,18.04,2024-06-21
588,588,paypal,7.85,2023-05-19
589,589,paypal,62.57,2024-03-11
590,590,card,72.67,2023-11-24
591,591,card,343.94,2024-12-17
592,592,paypal,294.22,2024-12-21
593,593,bank,205.74,2024-07-28
594,594,paypal,77.22,2025-05-23
595,595,bank,217.07,2023-10-16
596,596,bank,260.51,2024-08-10
597,597,card,78.38,2024-09-20
598,598,bank,872.79,2023-11-17
599,599,bank,135.19,2024-02-11
600,600,paypal,75.32,2023-11-29
601,601,paypal,277.04,2025-06-29
602,602,bank,11.83,2023-08-04
603,603,bank,64.62,2024-04-22
604,604,card,242.9,2023-07-24
605,605,bank,283.01,2025-06-06
606,606,paypal,1230.98,2024-04-15
607,607,paypal,393.6,2025-05-31
608,608,bank,225.44,2024-06-25
609,609,paypal,275.93,2023-03-28
610,610,card,25.11,2023-04-29
611,611,card,172.97,2023-03-31
612,612,paypal,91.0,2023-03-31
613,613,card,37.59,2022-12-03
614,614,bank,220.93,2023-07-14
615,615,card,55.88,2025-03-06
616,616,paypal,379.2,2024-09-18
617,617,card,258.59,2024-12-21
618,618,card,140.2,2023-04-13
619,619,bank,267.07,2025-11-05
620,620,card,111.77,2025-08-26
621,621,paypal,111.3,2023-07-17
622,622,bank,304.59,2023-02-09
623,623,bank,52.46,2022-11-23
624,624,card,25.97,2024-11-20
625,625,paypal,20.56,2023-08-25
626,626,paypal,395.18,2023-01-13
627,627,paypal,221.21,2023-06-12
628,628,card,78.96,2024-02-13
629,629,bank,53.85,2024-06-08
630,630,bank,256.4,2025-10-06
631,631,paypal,187.18,2025-10-18
632,632,bank,370.82,2025-11-11
633,633,card,10.54,2024-05-30
634,634,bank,152.01,2025-09-18
635,635,paypal,93.44,2025-04-25
636,636,paypal,515.46,2023-04-03
637,637,card,184.96,2023-01-22
638,638,paypal,110.07,2023-07-31
639,639,bank,161.8,2024-03-13
640,640,card,536.38,2024-04-14
641,641,bank,9.16,2023-04-22
642,642,bank,7.5,2023-01-16
643,643,paypal,387.01,2025-05-15
644,644,card,191.01,2023-03-31
645,645,paypal,508.52,2023-01-17
646,646,card,485.31,2025-07-02
647,647,card,292.26,2022-11-17
648,648,bank,339.06,2023-09-18
649,649,card,52.93,2023-08-11
650,650,card,103.43,2024-07-19
651,651,paypal,165.67,2024-12-21
652,652,bank,168.93,2023-05-06
653,653,card,187.11,2024-01-07
654,654,bank,135.79,2025-06-02
655,655,card,186.83,2024-02-16
656,656,card,56.15,2025-07-02
657,657,bank,47.66,2025-02-15
658,658,card,459.71,2023-03-15
659,659,card,71.83,2025-07-02
660,660,paypal,143.34,2024-02-07
661,661,card,102.5,2023-06-26
662,662,card,1067.78,2023-02-27
663,663,card,59.41,2024-11-09
664,664,paypal,423.59,2025-06-22
665,665,card,1892.92,2023-12-27
666,666,card,292.38,2023-07-23
667,667,bank,92.84,2025-08-16
668,668,card,104.58,2025-11-11
669,669,card,265.56,2025-01-30
670,670,bank,396.73,2023-04-16
671,671,card,16.02,2024-12-27
672,672,paypal,63.18,2025-06-19
673,673,bank,368.84,2023-11-05
674,674,card,65.31,2025-10-28
675,675,card,7.16,2024-02-06
676,676,paypal,126.32,2023-01-05
677,677,card,526.35,2024-07-20
678,678,paypal,211.23,2024-05-02
679,679,card,518.94,2025-09-17
680,680,card,250.32,2023-07-29
681,681,bank,4.4,2025-10-31
682,682,card,339.06,2024-11-25
683,683,paypal,141.87,2024-10-25
684,684,card,94.89,2024-05-29
685,685,card,285.3,2025-01-20
686,686,bank,633.63,2024-03-12
687,687,card,27.15,2024-02-16
688,688,paypal,50.44,2025-09-02
689,689,bank,52.91,2024-08-08
690,690,card,7.55,2024-09-01
691,691,card,184.22,2023-11-17
692,692,card,14.95,2024-03-18
693,693,paypal,137.4,2025-09-18
694,694,card,1356.49,2024-04-07
695,695,card,398.41,2023-10-17
696,696,card,89.57,2023-12-02
697,697,card,70.96,2024-11-05
698,698,card,13.36,2023-07-13
699,699,card,214.09,2025-11-15
700,700,card,315.17,2023-07-17
701,701,bank,65.58,2023-01-19
702,702,bank,17.26,2023-03-20
703,703,card,361.18,2023-02-23
704,704,paypal,680.47,2025-05-23
705,705,card,3.4,2023-05-20
706,706,card,103.83,2023-07-05
707,707,paypal,608.16,2023-05-07
708,708,bank,3.4,2024-10-18
709,709,card,137.13,2023-06-06
710,710,card,130.42,2023-07-13
711,711,bank,415.66,2023-03-13
712,712,paypal,300.51,2024-01-30
713,713,paypal,26.08,2024-04-16
714,714,paypal,651.24,2025-10-24
715,715,paypal,199.27,2024-03-31
716,716,card,85.36,2025-05-04
717,717,paypal,184.37,2023-11-26
718,718,card,53.02,2024-12-08
719,719,paypal,12.48,2024-09-25
720,720,card,32.84,2024-08-16
721,721,card,27.74,2023-06-01
722,722,paypal,195.76,2025-08-15
723,723,card,139.42,2025-09-22
724,724,card,93.76,2025-09-29
725,725,bank,208.53,2025-03-25
726,726,bank,529.18,2025-05-17
727,727,paypal,374.61,2024-03-04
728,728,paypal,200.12,2023-10-15
729,729,paypal,75.18,2024-11-23
730,730,card,249.14,2025-09-01
731,731,paypal,101.02,2023-01-10
732,732,paypal,142.36,2024-06-09
733,733,card,99.83,2023-07-19
734,734,paypal,837.55,2024-07-18
735,735,card,802.69,2023-09-16
736,736,bank,229.71,2024-05-13
737,737,bank,671.56,2023-03-03
738,738,bank,124.42,2023-01-31
739,739,paypal,52.53,2023-01-06
740,740,bank,660.46,2023-12-18
741,741,bank,159.28,2024-07-19
742,742,card,389.95,2023-09-07
743,743,card,379.98,2025-01-04
744,744,card,337.01,2024-11-08
745,745,bank,506.02,2025-09-05
746,746,paypal,13.26,2024-07-27
747,747,card,77.25,2024-04-03
748,748,bank,94.59,2024-10-21
749,749,bank,176.65,2023-06-17
750,750,bank,238.67,2024-04-11
751,751,paypal,67.04,2024-09-09
752,752,bank,21.51,2025-09-11
753,753,bank,105.88,2024-03-26
754,754,card,81.04,2025-04-21
755,755,paypal,151.76,2025-11-11
756,756,card,194.89,2023-09-04
757,757,bank,2.01,2022-11-28
758,758,paypal,21.96,2023-08-03
759,759,paypal,9.9,2023-12-18
760,760,bank,55.06,2024-08-23
761,761,paypal,166.37,2023-04-13
762,762,bank,50.27,2024-12-13
763,763,bank,21.04,2024-04-20
764,764,paypal,66.81,2023-07-05
765,765,bank,182.79,2023-01-25
766,766,card,12.36,2023-06-25
767,767,paypal,269.64,2023-11-30
768,768,card,50.74,2025-01-21
769,769,bank,53.94,2025-06-18
770,770,paypal,90.96,2024-12-28
771,771,card,245.34,2024-01-24
772,772,card,263.19,2023-10-02
773,773,bank,63.76,2023-08-28
774,774,bank,104.05,2024-08-31
775,775,paypal,9.56,2023-01-21
