order_id,customer_id,order_date,total_amount
259,473,2024-09-24,15.42
260,248,2024-01-23,242.55
261,1478,2023-09-01,151.29
262,395,2023-11-07,221.1
263,647,2024-08-14,28.41
264,245,2024-03-15,105.39
265,1522,2023-08-02,69.34
266,1098,2025-02-02,161.98
267,1948,2023-02-28,52.45
268,1561,2023-11-12,315.81
269,1414,2023-04-09,883.61
270,380,2025-07-08,52.89
271,393,2023-02-06,75.39
272,444,2025-04-24,131.83
273,1513,2025-08-29,27.04
274,992,2023-08-17,349.76
275,567,2024-02-07,790.77
276,1484,2025-03-17,184.15
277,1208,2024-11-16,78.15
278,1557,2024-09-04,7.32
279,1075,2023-08-04,31.98
280,1223,2023-11-18,19.32
281,580,2022-12-13,82.08
282,206,2023-09-16,126.08
283,1706,2025-06-10,5.32
284,398,2023-03-16,48.35
285,607,2023-03-01,75.91
286,466,2023-04-23,151.89
287,740,2024-01-08,485.11
288,368,2023-08-21,7.12
289,620,2025-02-23,110.48
290,29,2023-05-28,137.54
291,1451,2024-11-04,10.12
292,1094,2025-03-25,74.0
293,260,2024-06-12,150.67
294,562,2023-08-21,92.76
295,94,2023-07-12,152.73
296,1996,2025-02-23,97.2
297,112,2023-09-03,60.64
298,1134,2023-12-03,192.61
299,599,2022-11-30,395.44
300,1429,2024-04-05,219.79
301,1934,2023-08-10,218.02
302,259,2024-01-14,106.55
303,1307,2025-01-22,108.48
304,1779,2022-12-19,884.8
305,1542,2025-01-03,476.07
306,1006,2025-01-08,484.59
307,211,2023-02-13,2839.38
308,1788,2024-07-20,114.55
309,26,2023-06-14,14.92
310,1176,2023-08-03,208.12
311,583,2023-01-31,77.97
312,962,2024-11-14,63.76
313,981,2023-07-17,36.78
314,903,2023-06-10,104.34
315,698,2023-11-27,284.94
316,378,2025-06-20,57.64
317,1978,2024-06-09,6.4
318,106,2025-04-26,117.44
319,518,2024-01-24,111.84
320,1928,2024-11-04,124.8
321,1765,2023-12-03,518.97
322,979,2024-10-23,143.89
323,234,2023-08-16,187.97
324,1684,2023-05-06,285.79
325,134,2023-12-07,54.06
326,821,2023-07-26,77.17
327,1008,2025-08-07,46.34
328,152,2025-06-15,781.48
329,1182,2023-01-21,520.19
330,1290,2023-03-01,93.0
331,1406,2024-06-25,84.81
332,110,2023-06-16,141.87
333,311,2022-11-17,257.53
334,306,2024-02-06,13.26
335,1662,2024-11-01,11.14
336,1153,2025-02-15,353.52
337,1944,2024-12-17,9.18
338,623,2025-10-04,125.18
339,175,2024-07-22,114.84
340,509,2025-03-20,36.71
341,243,2025-03-07,80.72
342,1143,2024-08-05,9.27
343,1566,2025-02-09,391.7
344,853,2024-11-10,182.43
345,1242,2025-08-18,490.87
346,1221,2025-02-01,571.93
347,1620,2024-05-19,436.47
348,1267,2025-06-14,75.06
349,463,2025-05-02,468.08
350,1589,2024-08-07,137.3
351,1071,2023-12-12,287.48
352,780,2025-02-07,41.61
353,923,2024-08-11,478.87
354,1861,2023-08-03,564.78
355,907,2025-01-06,384.76
356,609,2025-01-01,562.41
357,1762,2023-06-01,39.03
358,1206,2023-01-12,362.24
359,879,2023-10-04,386.83
360,626,2023-03-11,43.42
361,1165,2025-06-05,253.26
362,1272,2024-06-09,13.74
363,124,2024-02-23,605.84
364,1249,2023-05-15,644.0
365,1967,2025-06-12,163.56
366,1516,2024-08-18,154.83
367,204,2024-07-03,42.75
368,1941,2024-06-23,217.37
369,1563,2024-02-25,586.86
370,426,2024-06-19,217.18
371,1282,2022-12-24,205.09
372,433,2024-03-19,231.55
373,542,2024-12-12,170.59
374,1353,2023-09-21,13.68
375,167,2022-12-11,528.44
376,322,2023-10-17,11.84
377,492,2024-09-23,217.63
378,356,2025-08-04,30.8
379,1131,2023-07-03,109.75
380,154,2024-10-15,20.3
381,321,2025-05-22,165.81
382,6,2023-06-22,726.71
383,837,2025-08-21,110.82
384,923,2024-02-29,412.81
385,1412,2024-07-24,122.53
386,1217,2023-12-01,13.36
387,963,2023-06-26,117.06
388,597,2022-12-12,90.1
389,67,2023-11-04,178.69
390,475,2024-09-29,27.34
391,591,2023-12-14,28.79
392,1448,2024-12-12,416.04
393,580,2024-07-29,42.1
394,1440,2024-11-10,142.22
395,1761,2024-11-08,250.83
396,930,2024-06-16,527.55
397,146,2023-09-30,110.29
398,1408,2024-11-05,249.41
399,479,2023-06-07,166.36
400,1893,2024-08-23,31.31
401,542,2023-02-04,19.4
402,1614,2023-12-03,155.94
403,1621,2023-07-01,228.17
404,1281,2025-08-07,65.73
405,1208,2023-04-23,74.04
406,1355,2024-02-18,154.35
407,1647,2024-06-20,109.6
408,1913,2023-02-07,554.35
409,406,2024-05-14,61.02
410,871,2024-11-08,290.9
411,236,2024-07-09,102.37
412,1116,2025-08-28,969.47
413,461,2024-09-20,95.27
414,1327,2023-03-18,168.8
415,306,2025-06-03,22.24
416,1861,2024-02-16,274.08
417,545,2024-05-21,481.08
418,1693,2025-01-21,127.23
419,292,2025-03-22,56.36
420,147,2024-11-27,16.26
421,123,2023-01-18,24.16
422,340,2024-11-30,346.31
423,1624,2023-03-02,27.92
424,630,2024-05-17,32.78
425,1219,2024-04-14,624.72
426,1534,2023-09-13,33.87
427,1689,2024-03-13,488.34
428,1166,2025-01-12,704.6
429,1887,2023-08-01,115.31
430,592,2022-12-04,117.3
431,900,2023-04-23,12.14
432,255,2023-07-01,171.39
433,960,2025-04-07,94.83
434,1411,2024-01-09,24.75
435,623,2023-02-18,24.16
436,1434,2022-12-25,268.95
437,825,2025-01-16,305.04
438,1931,2023-10-22,16.19
439,558,2025-07-23,63.17
440,1025,2025-02-03,79.88
441,1106,2024-06-15,123.71
442,1012,2022-12-24,132.53
443,897,2024-10-13,123.68
444,165,2024-08-04,404.25
445,1225,2024-04-18,1266.46
446,82,2025-06-26,295.51
447,1822,2024-11-01,34.68
448,885,2024-05-08,281.74
449,1505,2025-07-09,5.05
450,661,2024-04-07,119.67
451,1237,2024-02-02,82.63
452,513,2024-06-10,143.19
453,53,2023-02-04,386.46
454,188,2025-01-28,85.99
455,469,2025-05-14,149.67
456,1970,2023-05-27,94.19
457,1381,2024-09-28,153.64
458,1713,2024-12-13,108.54
459,1763,2024-09-20,265.36
460,1179,2025-01-23,10.21
461,1203,2023-01-12,762.41
462,1948,2025-09-17,54.24
463,43,2025-03-17,100.42
464,1567,2025-04-14,239.15
465,1377,2025-01-10,17.76
466,1683,2023-03-01,266.54
467,552,2023-07-13,26.84
468,1181,2024-06-26,34.68
469,83,2024-04-12,393.39
470,1563,2025-09-08,22.56
471,1549,2024-09-30,12.94
472,359,2025-07-30,193.08
473,964,2024-01-05,188.53
474,1063,2023-06-28,434.54
475,1335,2023-06-25,473.89
476,906,2023-09-17,67.25
477,1877,2023-04-10,20.1
478,570,2025-07-02,376.84
479,372,2024-07-05,94.22
480,1199,2024-01-19,58.32
481,893,2024-07-21,46.26
482,1301,2023-10-25,482.33
483,1668,2023-01-21,1323.57
484,1008,2023-01-24,416.61
485,1985,2024-03-01,70.97
486,187,2022-12-05,68.64
487,963,2023-06-11,71.25
488,713,2023-09-15,191.07
489,837,2024-08-27,128.54
490,683,2025-04-19,12.06
491,658,2023-09-13,28.42
492,1373,2024-08-26,137.11
493,215,2023-07-10,134.54
494,1757,2024-09-10,62.14
495,330,2025-03-15,27.52
496,676,2025-04-17,42.06
497,844,2023-12-18,99.02
498,1421,2023-10-10,1636.32
499,1015,2022-11-17,39.46
500,591,2023-02-27,124.24
501,1357,2023-07-28,117.55
502,1936,2023-01-14,40.88
503,821,2024-01-03,510.29
504,1667,2024-12-05,73.56
505,1558,2023-02-27,491.49
506,1127,2023-10-23,132.54
507,76,2024-11-13,733.26
508,932,2023-08-01,334.84
509,181,2025-09-26,13.68
510,645,2024-12-22,324.94
511,517,2023-05-13,182.38
512,663,2023-03-21,123.06
513,238,2025-09-21,102.57
514,1987,2024-10-30,40.7
515,1583,2024-05-02,185.39
516,828,2025-07-02,96.24
517,1772,2024-06-17,432.64
518,1054,2024-11-14,220.1
519,1690,2023-12-22,475.17
520,3,2025-05-01,314.07
521,1347,2025-04-02,185.8
522,1781,2025-03-17,370.75
523,1112,2024-04-13,132.2
524,947,2025-07-25,668.75
525,847,2025-09-14,1892.92
526,112,2024-04-07,375.46
527,385,2025-02-12,237.38
528,1062,2023-07-16,188.74
529,741,2025-09-19,222.49
530,1276,2025-10-11,152.64
531,1550,2025-05-21,65.01
532,1021,2025-02-01,128.3
533,1281,2025-10-12,137.44
534,906,2024-01-24,208.78
535,1557,2025-05-27,238.26
536,106,2023-12-03,193.92
537,417,2023-11-03,233.64
538,547,2022-12-21,99.84
539,1125,2024-09-20,13.92
540,269,2024-12-06,42.14
541,1900,2024-01-13,325.07
542,590,2024-04-09,566.78
543,898,2025-01-15,116.73
544,1804,2024-02-26,71.57
545,1431,2024-12-30,156.96
546,993,2024-08-06,408.45
547,249,2023-02-04,64.23
548,60,2025-05-24,42.14
549,1994,2024-02-26,159.84
550,1291,2023-12-22,22.65
551,1247,2023-05-01,236.82
552,1637,2023-07-04,69.24
553,491,2025-03-28,299.35
554,1454,2023-10-30,93.93
555,325,2023-10-23,77.15
556,637,2023-12-08,32.25
557,1129,2024-11-07,106.98
558,29,2023-07-13,1860.65
559,1132,2023-04-19,187.62
560,836,2025-11-04,66.0
561,191,2025-03-08,110.5
562,461,2025-01-10,24.58
563,1724,2024-06-02,29.48
564,1870,2024-08-19,440.58
565,233,2024-07-30,167.89
566,946,2024-08-29,116.77
567,1940,2025-04-15,186.28
568,241,2024-04-14,259.26
569,1327,2024-02-24,12.88
570,1705,2023-03-23,89.99
571,316,2023-11-28,156.48
572,1021,2023-07-27,106.14
573,1911,2025-07-11,484.29
574,1468,2024-12-03,249.52
575,598,2025-09-11,28.08
576,1043,2023-02-28,277.21
577,1445,2024-03-18,113.34
578,560,2023-02-13,30.0
579,851,2024-09-23,319.3
580,1710,2024-08-08,152.14
581,989,2024-09-18,403.76
582,968,2023-07-14,8.8
583,500,2024-08-21,119.35
584,936,2024-11-21,77.96
585,1129,2023-01-03,183.69
586,297,2024-04-18,86.13
587,786,2024-06-14,18.04
588,391,2023-05-19,7.85
589,1888,2024-03-09,62.57
590,1228,2023-11-18,72.67
591,1041,2024-12-11,343.94
592,1529,2024-12-20,294.22
593,1801,2024-07-24,205.74
594,280,2025-05-19,77.22
595,1770,2023-10-15,217.07
596,143,2024-08-07,260.51
597,566,2024-09-15,78.38
598,1583,2023-11-17,872.79
599,1618,2024-02-05,135.19
600,1750,2023-11-29,75.32
601,850,2025-06-22,277.04
602,697,2023-07-31,11.83
603,1914,2024-04-22,64.62
604,1614,2023-07-22,242.9
605,1040,2025-06-02,283.01
606,548,2024-04-08,1230.98
607,1681,2025-05-26,393.6
608,6,2024-06-24,225.44
609,580,2023-03-25,275.93
610,1487,2023-04-22,25.11
611,612,2023-03-24,172.97
612,1716,2023-03-24,91.0
613,1203,2022-11-30,37.59
614,1188,2023-07-08,220.93
615,1352,2025-03-05,55.88
616,1003,2024-09-12,379.2
617,1773,2024-12-21,258.59
618,305,2023-04-09,140.2
619,915,2025-11-04,267.07
620,1104,2025-08-19,111.77
621,992,2023-07-10,111.3
622,707,2023-02-04,304.59
623,681,2022-11-20,52.46
624,1131,2024-11-17,25.97
625,1563,2023-08-19,20.56
626,1113,2023-01-06,395.18
627,773,2023-06-12,221.21
628,933,2024-02-12,78.96
629,1911,2024-06-08,53.85
630,660,2025-10-06,256.4
631,1781,2025-10-17,187.18
632,387,2025-11-08,370.82
633,1429,2024-05-24,10.54
634,490,2025-09-16,152.01
635,1172,2025-04-23,93.44
636,785,2023-04-01,515.46
637,479,2023-01-18,184.96
638,1754,2023-07-31,110.07
639,1589,2024-03-12,161.8
640,842,2024-04-12,536.38
641,90,2023-04-21,9.16
642,652,2023-01-16,7.5
643,1526,2025-05-10,387.01
644,969,2023-03-24,191.01
645,1445,2023-01-17,508.52
646,1871,2025-06-28,485.31
647,1662,2022-11-17,292.26
648,781,2023-09-11,339.06
649,791,2023-08-07,52.93
650,1360,2024-07-16,103.43
651,1623,2024-12-17,165.67
652,1681,2023-05-03,168.93
653,1336,2024-01-06,187.11
654,312,2025-05-26,135.79
655,1015,2024-02-12,186.83
656,1976,2025-06-30,56.15
657,76,2025-02-11,47.66
658,259,2023-03-08,459.71
659,1029,2025-06-25,71.83
660,1978,2024-02-01,143.34
661,1209,2023-06-20,102.5
662,680,2023-02-25,1067.78
663,1782,2024-11-04,59.41
664,206,2025-06-15,423.59
665,1791,2023-12-25,1892.92
666,1731,2023-07-19,292.38
667,902,2025-08-12,92.84
668,205,2025-11-08,104.58
669,1078,2025-01-24,265.56
670,1865,2023-04-15,396.73
671,936,2024-12-27,16.02
672,32,2025-06-16,63.18
673,1480,2023-10-30,368.84
674,296,2025-10-22,65.31
675,840,2024-01-31,7.16
676,1784,2023-01-05,126.32
677,1341,2024-07-20,526.35
678,1987,2024-04-26,211.23
679,317,2025-09-15,518.94
680,154,2023-07-27,250.32
681,962,2025-10-31,4.4
682,1601,2024-11-20,339.06
683,1985,2024-10-19,141.87
684,543,2024-05-27,94.89
685,694,2025-01-15,285.3
686,1277,2024-03-06,633.63
687,1419,2024-02-16,27.15
688,815,2025-08-28,50.44
689,1331,2024-08-01,52.91
690,165,2024-08-27,7.55
691,1745,2023-11-17,184.22
692,673,2024-03-11,14.95
693,1746,2025-09-16,137.4
694,1382,2024-04-07,1356.49
695,1760,2023-10-10,398.41
696,1093,2023-11-25,89.57
697,779,2024-11-02,70.96
698,1955,2023-07-06,13.36
699,649,2025-11-13,214.09
700,1284,2023-07-16,315.17
701,1472,2023-01-13,65.58
702,1818,2023-03-20,17.26
703,1556,2023-02-16,361.18
704,1000,2025-05-17,680.47
705,1787,2023-05-18,3.4
706,1109,2023-07-04,103.83
707,74,2023-05-03,608.16
708,1265,2024-10-14,3.4
709,141,2023-05-31,137.13
710,481,2023-07-06,130.42
711,1293,2023-03-11,415.66
712,1402,2024-01-29,300.51
713,1887,2024-04-16,26.08
714,589,2025-10-20,651.24
715,466,2024-03-28,199.27
716,1530,2025-05-04,85.36
717,186,2023-11-23,184.37
718,889,2024-12-04,53.02
719,202,2024-09-23,12.48
720,1558,2024-08-14,32.84
721,1298,2023-05-26,27.74
722,1442,2025-08-13,195.76
723,1788,2025-09-20,139.42
724,206,2025-09-25,93.76
725,909,2025-03-23,208.53
726,341,2025-05-17,529.18
727,1422,2024-02-29,374.61
728,614,2023-10-08,200.12
729,1851,2024-11-21,75.18
730,60,2025-09-01,249.14
731,95,2023-01-08,101.02
732,665,2024-06-04,142.36
733,1631,2023-07-18,99.83
734,115,2024-07-16,837.55
735,601,2023-09-10,802.69
736,735,2024-05-06,229.71
737,768,2023-02-27,671.56
738,883,2023-01-31,124.42
739,299,2023-01-04,52.53
740,501,2023-12-13,660.46
741,1088,2024-07-14,159.28
742,844,2023-09-02,389.95
743,1160,2024-12-29,379.98
744,1397,2024-11-06,337.01
745,1624,2025-09-04,506.02
746,369,2024-07-26,13.26
747,349,2024-04-02,77.25
748,359,2024-10-15,94.59
749,162,2023-06-11,176.65
750,1249,2024-04-07,238.67
751,1784,2024-09-03,67.04
752,784,2025-09-04,21.51
753,1270,2024-03-20,105.88
754,1400,2025-04-15,81.04
755,494,2025-11-08,151.76
756,1020,2023-08-29,194.89
757,1870,2022-11-28,2.01
758,1195,2023-07-30,21.96
759,294,2023-12-11,9.9
760,476,2024-08-23,55.06
761,945,2023-04-10,166.37
762,1307,2024-12-12,50.27
763,521,2024-04-19,21.04
764,942,2023-07-05,66.81
765,523,2023-01-21,182.79
766,1366,2023-06-23,12.36
767,20,2023-11-24,269.64
768,1841,2025-01-21,50.74
769,1648,2025-06-12,53.94
770,953,2024-12-25,90.96
771,1846,2024-01-22,245.34
772,590,2023-09-27,263.19
773,1388,2023-08-24,63.76
774,1120,2024-08-27,104.05
775,324,2023-01-15,9.56
776,152,2022-12-01,32.6
777,905,2025-07-25,135.77
778,1936,2024-05-30,38.0
779,708,2024-05-02,80.56
780,1204,2025-06-29,258.83
781,613,2024-06-18,11.4
782,1309,2024-04-23,153.45
783,1971,2022-11-21,347.25
784,869,2023-04-28,204.81
785,1414,2024-12-06,37.89
786,513,2025-01-03,146.85
787,936,2023-09-26,142.81
788,1732,2023-10-10,178.2
789,619,2023-07-04,290.06
790,408,2024-04-16,222.13
791,788,2025-10-08,11.96
792,1748,2025-09-05,14.67
793,990,2025-01-09,684.9
794,219,2024-01-15,427.6
795,486,2025-02-18,95.89
796,782,2024-07-15,332.75
797,1172,2025-02-15,347.33
798,736,2025-05-22,304.34
799,1178,2025-06-25,395.21
800,606,2025-06-25,256.9
801,1433,2023-09-18,1066.08
802,605,2024-09-22,140.37
803,45,2023-01-17,66.1
804,1700,2024-10-23,286.41
805,1349,2025-05-23,201.27
806,811,2025-03-15,101.22
807,563,2024-02-10,89.24
808,17,2025-03-02,46.08
809,1160,2024-10-26,95.35
810,1772,2023-01-25,82.77
811,1405,2024-02-01,253.33
812,1594,2024-04-16,172.83
813,1526,2022-12-14,1055.08
814,1994,2024-08-10,452.48
815,101,2025-05-20,174.27
816,1865,2025-07-18,530.92
817,1242,2023-02-22,1073.16
818,1527,2024-11-23,57.22
819,1018,2024-08-26,25.63
820,1706,2024-11-06,124.06
821,1852,2025-06-19,162.68
822,1850,2025-04-23,30.09
823,587,2023-11-10,164.77
824,1589,2024-03-20,36.17
825,1637,2025-05-22,98.49
826,472,2023-10-29,125.39
827,1244,2024-10-14,58.84
828,1643,2024-01-02,123.32
829,722,2024-02-26,202.62
830,449,2025-08-25,95.1
831,1304,2023-01-16,59.85
832,390,2023-11-08,48.18
833,1272,2025-09-20,53.92
834,514,2025-05-05,14.64
835,1389,2023-12-16,178.33
836,1548,2024-07-22,501.58
837,1477,2024-01-03,143.79
838,1572,2022-11-23,403.88
839,1351,2025-02-18,57.03
840,1395,2023-11-08,29.12
841,1717,2023-01-18,142.98
842,281,2023-10-27,77.06
843,1287,2024-10-14,461.52
844,199,2023-11-23,79.36
845,1851,2024-07-25,30.78
846,1286,2022-11-20,252.61
847,1324,2024-09-14,527.76
848,81,2023-01-30,195.89
849,633,2023-03-15,113.94
850,1616,2024-01-16,128.44
851,903,2025-02-25,346.68
852,69,2025-03-15,72.48
853,1187,2024-08-25,17.76
854,748,2022-12-12,93.32
855,1500,2025-01-04,548.83
856,270,2025-08-07,177.1
857,185,2024-03-06,7.46
858,1863,2025-06-06,366.03
859,605,2025-09-12,27.81
860,670,2023-02-04,701.37
861,1531,2024-12-27,66.33
862,851,2025-05-06,41.58
863,360,2023-10-14,778.71
864,412,2025-02-23,549.88
865,271,2025-09-09,64.36
866,1611,2025-03-24,37.83
867,1105,2024-02-06,28.78
868,1795,2023-05-16,42.08
869,1990,2023-11-16,41.48
870,750,2024-07-13,56.5
871,1088,2025-04-06,43.5
872,1028,2024-04-10,112.09
873,1871,2023-08-19,549.87
874,559,2025-03-12,25.59
875,1701,2025-09-01,70.56
876,337,2023-09-24,88.23
877,527,2022-12-09,198.66
878,1872,2025-10-16,1917.22
879,1689,2024-09-14,235.1
880,1934,2023-03-20,131.13
881,987,2024-04-10,12.0
882,1982,2025-08-17,687.24
883,1652,2023-12-03,1671.03
884,605,2024-12-01,188.29
885,1529,2022-12-19,36.62
886,1783,2023-04-20,667.3
887,694,2023-06-06,332.72
888,1648,2023-12-23,110.62
889,236,2023-08-06,121.71
890,960,2025-09-03,328.87
891,1973,2024-02-14,33.28
892,155,2025-09-25,17.88
893,289,2023-12-21,126.87
894,1545,2024-08-23,37.79
895,1980,2023-07-26,89.03
896,463,2024-09-09,253.94
897,1762,2023-09-30,128.3
898,1386,2023-07-29,417.44
