order_item_id,order_id,product_id,quantity,line_total
376,376,36,2,11.84
377,377,230,2,79.26
378,378,471,1,15.26
379,379,136,1,94.63
380,380,217,1,9.27
381,381,395,1,65.33
382,382,257,3,213.9
383,383,364,1,30.02
384,384,522,1,34.58
385,385,85,1,8.95
386,386,566,1,13.36
387,387,266,2,11.54
388,388,469,2,23.64
389,389,490,2,97.0
390,390,52,2,27.34
391,391,537,1,8.5
392,392,596,3,36.18
393,393,404,2,42.1
394,394,265,1,15.6
395,395,142,2,148.46
396,396,476,2,31.32
397,397,329,2,74.98
398,398,399,2,35.82
399,399,522,1,34.58
400,400,259,1,31.31
401,401,61,1,12.44
402,402,88,3,83.7
403,403,139,2,90.62
404,404,77,3,65.73
405,405,24,3,14.49
406,406,223,3,119.7
407,407,146,1,43.9
408,408,576,1,2.2
409,409,325,2,14.68
410,410,132,1,21.51
411,411,437,1,102.37
412,412,157,3,389.31
413,413,522,1,34.58
414,414,201,2,57.46
415,415,308,2,22.24
416,416,287,3,51.78
417,417,60,1,53.28
418,418,303,3,127.23
419,419,581,2,56.36
420,420,530,2,16.26
421,421,103,1,14.26
422,422,484,1,24.62
423,423,111,2,5.9
424,424,548,2,32.78
425,425,376,3,27.96
426,426,470,3,33.87
427,427,324,3,488.34
428,428,256,1,12.38
429,429,92,1,52.91
430,430,464,2,49.76
431,431,130,1,12.14
432,432,226,1,59.68
433,433,530,1,8.13
434,434,37,1,24.75
435,435,144,1,24.16
436,436,446,1,39.24
437,437,21,1,86.98
438,438,53,1,10.21
439,439,536,2,42.12
440,440,5,2,31.78
441,441,402,3,33.09
442,442,550,3,32.94
443,443,158,3,96.78
444,444,594,1,28.04
445,445,129,3,66.57
446,446,17,3,21.87
447,447,381,2,17.34
448,448,43,1,17.89
449,449,438,1,5.05
450,450,378,1,24.13
451,451,321,1,22.13
452,452,143,3,12.06
453,453,367,2,50.26
454,454,566,1,13.36
455,455,598,1,7.55
456,456,292,2,24.54
457,457,381,1,8.67
458,458,489,1,108.54
459,459,257,2,142.6
460,460,53,1,10.21
461,461,526,1,3.3
462,462,44,3,44.58
463,463,464,2,49.76
464,464,491,3,59.79
465,465,172,2,17.76
466,466,482,2,15.44
467,467,561,1,26.84
468,468,336,2,34.68
469,469,388,3,393.39
470,470,540,2,22.56
471,471,269,1,12.94
472,472,353,2,94.7
473,473,89,1,11.83
474,474,346,1,25.33
475,475,344,2,24.2
476,476,354,2,34.24
477,477,296,2,20.1
478,478,504,1,35.27
479,479,326,1,5.96
480,480,442,3,58.32
481,481,179,3,46.26
482,482,249,3,352.14
483,483,14,1,2.96
484,484,569,3,9.27
485,485,16,2,22.9
486,486,466,2,32.2
487,487,472,2,4.02
488,488,265,3,46.8
489,489,273,2,128.54
490,490,596,1,12.06
491,491,39,1,5.32
492,492,13,2,51.16
493,493,20,2,9.78
494,494,100,1,15.89
495,495,255,2,8.8
496,496,231,1,9.68
497,497,164,3,26.52
498,498,419,3,195.96
499,499,513,1,15.82
500,500,446,3,117.72
501,501,88,3,83.7
502,502,511,1,26.32
503,503,349,2,19.58
504,504,262,3,56.76
505,505,135,2,16.02
506,506,95,2,27.14
507,507,8,3,129.81
508,508,526,2,6.6
509,509,228,2,13.68
510,510,334,3,30.6
511,511,366,3,40.35
512,512,480,2,123.06
513,513,309,2,69.42
514,514,523,2,20.7
515,515,595,1,56.69
516,516,232,1,24.94
517,517,419,2,130.64
518,518,397,3,10.86
519,519,107,1,132.45
520,520,559,1,29.8
521,521,18,2,55.0
522,522,220,1,21.8
523,523,204,2,115.24
524,524,201,3,86.19
525,525,210,2,1892.92
526,526,259,3,93.93
527,527,466,1,16.1
528,528,534,1,5.98
529,529,472,1,2.01
530,530,58,1,14.74
531,531,333,3,65.01
532,532,129,1,22.19
533,533,383,2,4.8
534,534,140,3,17.61
535,535,250,3,90.33
536,536,135,1,8.01
537,537,300,1,37.7
538,538,15,3,10.74
539,539,450,2,13.92
540,540,528,2,42.14
541,541,321,1,22.13
542,542,344,1,12.1
543,543,60,1,53.28
544,544,551,3,65.7
545,545,525,2,18.72
546,546,390,3,33.84
547,547,115,3,49.71
548,548,528,2,42.14
549,549,60,3,159.84
550,550,409,1,22.65
551,551,426,3,236.82
552,552,33,3,59.46
553,553,244,2,95.48
554,554,259,3,93.93
555,555,30,3,45.0
556,556,134,1,32.25
557,557,416,3,28.5
558,558,560,1,13.18
559,559,589,2,92.16
560,560,101,3,14.64
561,561,176,2,91.86
562,562,248,1,10.45
563,563,582,2,26.52
564,564,278,1,11.02
565,565,69,1,28.84
566,566,247,1,12.49
567,567,541,1,46.33
568,568,26,3,67.32
569,569,599,1,12.88
570,570,100,1,15.89
571,571,135,3,24.03
572,572,424,2,106.14
573,573,597,1,15.33
574,574,599,2,25.76
575,575,525,3,28.08
576,576,76,1,45.69
577,577,91,1,22.13
578,578,30,2,30.0
579,579,120,3,127.8
580,580,400,1,69.26
581,581,108,2,47.84
582,582,337,1,8.8
583,583,203,1,59.33
584,584,66,1,77.96
585,585,496,3,103.29
586,586,82,3,86.13
587,587,521,1,3.78
588,588,448,1,7.85
589,589,337,3,26.4
590,590,326,2,11.92
591,591,437,1,102.37
592,592,544,2,169.82
593,593,416,3,28.5
594,594,586,3,77.22
595,595,48,2,115.62
596,596,361,3,101.28
597,597,56,1,50.97
598,598,241,2,18.18
599,599,127,2,14.92
600,600,571,2,40.92
601,601,216,1,42.9
602,602,89,1,11.83
603,603,279,3,64.62
604,604,395,2,130.66
605,605,158,3,96.78
606,606,105,2,34.18
607,607,293,3,33.42
608,608,339,2,60.7
609,609,376,1,9.32
610,610,499,3,25.11
611,611,294,3,140.91
612,612,351,3,82.23
613,613,225,3,37.59
614,614,42,2,47.68
615,615,141,1,25.22
616,616,538,3,41.01
617,617,598,3,22.65
618,618,123,1,81.68
619,619,428,2,79.78
620,620,109,2,51.98
621,621,1,3,99.03
622,622,257,3,213.9
623,623,366,2,26.9
624,624,568,1,7.33
625,625,172,1,8.88
626,626,92,3,158.73
627,627,103,1,14.26
628,628,511,3,78.96
629,629,465,3,53.85
630,630,430,2,6.92
631,631,56,3,152.91
632,632,10,1,34.56
633,633,70,1,10.54
634,634,386,3,70.05
635,635,190,2,8.84
636,636,404,3,63.15
637,637,324,1,162.78
638,638,402,3,33.09
639,639,182,3,25.56
640,640,479,1,436.54
641,641,579,2,9.16
642,642,453,1,7.5
643,643,252,2,100.58
644,644,98,3,78.24
645,645,152,1,28.4
646,646,273,1,64.27
647,647,423,2,31.32
648,648,285,2,339.06
649,649,556,1,13.3
650,650,145,3,78.15
651,651,476,1,15.66
652,652,543,3,102.36
653,653,424,3,159.21
654,654,237,3,7.95
655,655,189,3,25.83
656,656,183,2,13.76
657,657,360,2,17.56
658,658,461,1,143.27
659,659,194,2,11.56
660,660,290,1,10.78
661,661,162,1,44.13
662,662,253,3,503.1
663,663,242,1,17.91
664,664,273,2,128.54
665,665,210,2,1892.92
666,666,433,1,15.34
667,667,281,3,67.5
668,668,211,1,35.55
669,669,379,1,179.43
670,670,87,2,100.34
671,671,135,2,16.02
672,672,536,3,63.18
673,673,107,2,264.9
674,674,557,1,12.33
675,675,15,2,7.16
676,676,54,2,74.06
677,677,253,2,335.4
678,678,297,2,98.76
679,679,375,3,518.94
680,680,376,2,18.64
681,681,255,1,4.4
682,682,285,2,339.06
683,683,192,3,141.87
684,684,581,3,84.54
685,685,452,3,156.6
686,686,524,1,35.54
687,687,116,1,27.15
688,688,141,2,50.44
689,689,92,1,52.91
690,690,598,1,7.55
691,691,4,2,184.22
692,692,459,1,11.55
693,693,132,2,43.02
694,694,315,2,148.2
695,695,168,1,133.86
696,696,349,1,9.79
697,697,585,2,48.18
698,698,566,1,13.36
699,699,24,2,9.66
700,700,429,1,57.88
701,701,532,3,11.43
702,702,287,1,17.26
703,703,271,3,254.64
704,704,126,1,179.55
705,705,545,2,3.4
706,706,259,3,93.93
707,707,394,3,376.17
708,708,545,2,3.4
709,709,134,3,96.75
710,710,146,1,43.9
711,711,595,2,113.38
712,712,223,3,119.7
713,713,98,1,26.08
714,714,475,3,312.18
715,715,128,2,22.8
716,716,161,1,7.58
717,717,337,1,8.8
718,718,186,1,41.02
719,719,118,2,12.48
720,720,393,1,5.36
721,721,359,1,27.74
722,722,65,2,90.52
723,723,127,3,22.38
724,724,200,3,19.2
725,725,156,3,29.49
726,726,493,3,65.1
727,727,542,3,19.47
728,728,295,2,57.4
729,729,450,3,20.88
730,730,271,2,169.76
731,731,427,2,15.3
732,732,475,1,104.06
733,733,213,1,52.14
734,734,5,1,15.89
735,735,201,2,57.46
736,736,494,3,25.47
737,737,397,3,10.86
738,738,367,2,50.26
739,739,384,1,11.87
740,740,467,1,37.12
741,741,155,2,53.86
742,742,134,1,32.25
743,743,468,2,85.68
744,744,364,1,30.02
745,745,35,2,91.44
746,746,190,3,13.26
747,747,102,3,39.57
748,748,316,3,61.53
749,749,255,2,8.8
750,750,517,1,33.15
751,751,230,1,39.63
752,752,132,1,21.51
753,753,536,1,21.06
754,754,467,1,37.12
755,755,110,3,55.92
756,756,143,2,8.04
757,757,472,1,2.01
758,758,550,2,21.96
759,759,258,1,9.9
760,760,586,2,51.48
761,761,145,2,52.1
762,762,548,2,32.78
763,763,487,2,21.04
764,764,247,3,37.47
765,765,389,2,103.92
766,766,219,1,12.36
767,767,257,3,213.9
768,768,101,3,14.64
769,769,355,2,39.42
770,770,378,1,24.13
771,771,11,2,25.28
772,772,543,2,68.24
773,773,276,2,63.76
774,774,155,1,26.93
775,775,272,2,9.56
776,776,278,1,11.02
777,777,328,2,88.66
778,778,440,2,38.0
779,779,440,2,38.0
780,780,7,2,194.88
781,781,128,1,11.4
782,782,574,2,32.26
783,783,516,3,128.25
784,784,523,1,10.35
785,785,478,1,27.42
786,786,225,3,37.59
787,787,52,3,41.01
788,788,169,1,15.71
789,789,381,1,8.67
790,790,590,3,25.59
791,791,534,2,11.96
792,792,20,3,14.67
793,793,329,2,74.98
794,794,312,3,180.81
795,795,41,1,42.03
796,796,96,3,13.95
797,797,231,1,9.68
798,798,307,2,144.14
799,799,110,3,55.92
800,800,18,2,55.0
801,801,580,3,189.12
802,802,289,3,79.8
803,803,372,2,66.1
804,804,370,3,27.81
805,805,557,1,12.33
806,806,35,2,91.44
807,807,410,2,67.2
808,808,589,1,46.08
809,809,306,2,45.18
810,810,552,3,51.57
811,811,303,1,42.41
812,812,310,3,49.23
813,813,416,3,28.5
814,814,162,3,132.39
815,815,516,3,128.25
816,816,71,3,86.49
817,817,342,3,76.89
818,818,65,1,45.26
819,819,342,1,25.63
820,820,149,2,67.7
821,821,181,1,37.55
822,822,106,1,30.09
823,823,168,1,133.86
824,824,77,1,21.91
825,825,52,1,13.67
826,826,394,1,125.39
827,827,360,2,17.56
828,828,135,1,8.01
829,829,268,3,14.43
830,830,459,2,23.1
831,831,367,1,25.13
832,832,185,3,48.18
833,833,457,1,18.05
834,834,101,3,14.64
835,835,380,2,17.9
836,836,27,2,12.7
837,837,28,3,87.72
838,838,333,1,21.67
839,839,73,1,19.38
840,840,338,2,29.12
841,841,230,3,118.89
842,842,214,2,77.06
843,843,48,3,173.43
844,844,238,2,48.4
845,845,147,2,11.66
846,846,297,3,148.14
847,847,355,2,39.42
848,848,229,1,9.82
849,849,515,3,33.84
850,850,446,3,117.72
851,851,429,3,173.64
852,852,144,3,72.48
853,853,172,2,17.76
854,854,155,1,26.93
855,855,557,2,24.66
856,856,474,1,78.8
857,857,127,1,7.46
858,858,468,3,128.52
859,859,370,3,27.81
860,860,450,3,20.88
861,861,233,1,21.02
862,862,460,1,6.06
863,863,258,3,29.7
864,864,517,1,33.15
865,865,91,2,44.26
866,866,12,3,37.83
867,867,239,2,20.72
868,868,301,2,17.54
869,869,272,2,9.56
870,870,174,2,56.5
871,871,564,3,43.5
872,872,158,2,64.52
873,873,13,3,76.74
874,874,590,3,25.59
875,875,24,2,9.66
876,876,492,1,88.23
877,877,438,1,5.05
878,878,71,2,57.66
879,879,248,2,20.9
880,880,388,1,131.13
881,881,224,3,12.0
882,882,581,3,84.54
883,883,475,3,312.18
884,884,385,3,28.2
885,885,423,2,31.32
886,886,50,1,3.45
887,887,93,2,19.9
888,888,527,2,7.9
889,889,504,3,105.81
890,890,497,1,7.12
891,891,243,1,33.28
892,892,326,3,17.88
893,893,480,2,123.06
894,894,89,2,23.66
895,895,331,2,39.68
896,896,276,1,31.88
897,897,542,2,12.98
898,898,330,2,75.3
899,899,173,2,37.2
900,900,42,2,47.68
901,901,400,2,138.52
902,902,534,3,17.94
903,903,544,3,254.73
904,904,85,1,8.95
905,905,451,1,18.87
906,906,163,1,63.98
907,907,481,2,35.34
908,908,489,3,325.62
909,909,426,2,157.88
910,910,275,2,15.06
911,911,156,2,19.66
912,912,56,3,152.91
913,913,74,2,192.06
914,914,450,3,20.88
915,915,293,3,33.42
916,916,552,1,17.19
917,917,288,1,36.17
918,918,232,2,49.88
919,919,557,1,12.33
920,920,331,2,39.68
921,921,402,3,33.09
922,922,557,2,24.66
923,923,600,3,87.87
924,924,258,2,19.8
925,925,582,1,13.26
926,926,538,3,41.01
927,927,334,1,10.2
928,928,178,1,85.93
929,929,328,2,88.66
930,930,395,3,195.99
931,931,389,3,155.88
932,932,355,2,39.42
933,933,286,1,2.85
934,934,370,3,27.81
935,935,36,3,17.76
936,936,67,1,18.69
937,937,593,1,32.43
938,938,205,1,5.06
939,939,497,1,7.12
940,940,375,1,172.98
941,941,31,1,11.0
942,942,512,1,19.1
943,943,388,2,262.26
944,944,214,1,38.53
945,945,288,2,72.34
946,946,105,3,51.27
947,947,193,1,24.88
948,948,204,2,115.24
949,949,539,2,109.88
950,950,399,2,35.82
951,951,457,3,54.15
952,952,447,2,57.96
953,953,399,3,53.73
954,954,450,1,6.96
955,955,401,3,12.24
956,956,337,1,8.8
957,957,386,1,23.35
958,958,424,2,106.14
959,959,163,2,127.96
960,960,250,3,90.33
961,961,35,2,91.44
962,962,593,1,32.43
963,963,439,2,7.32
964,964,173,3,55.8
965,965,464,3,74.64
966,966,297,2,98.76
967,967,318,2,29.46
968,968,585,1,24.09
969,969,367,2,50.26
970,970,282,3,116.82
971,971,79,3,66.06
972,972,187,1,32.24
973,973,233,2,42.04
974,974,2,1,17.49
975,975,439,2,7.32
976,976,285,1,169.53
977,977,401,1,4.08
978,978,265,3,46.8
979,979,390,1,11.28
980,980,149,1,33.85
981,981,107,3,397.35
982,982,523,1,10.35
983,983,348,3,14.76
984,984,130,1,12.14
985,985,567,2,5.24
986,986,211,3,106.65
987,987,447,2,57.96
988,988,153,3,30.54
989,989,355,1,19.71
990,990,382,3,33.09
991,991,139,1,45.31
992,992,475,2,208.12
993,993,106,1,30.09
994,994,302,3,34.41
995,995,445,1,5.45
996,996,219,3,37.08
997,997,507,1,11.11
998,998,184,1,32.54
999,999,229,2,19.64
1000,1000,491,3,59.79
1001,1001,302,2,22.94
1002,1002,455,3,35.46
1003,1003,532,3,11.43
1004,1004,181,3,112.65
1005,1005,201,2,57.46
1006,1006,227,2,42.84
1007,1007,405,2,25.62
1008,1008,458,2,14.26
1009,1009,273,2,128.54
1010,1010,201,2,57.46
1011,1011,234,1,10.47
1012,1012,95,2,27.14
1013,1013,196,2,59.06
1014,1014,553,3,193.71
1015,1015,363,3,54.06
1016,1016,482,3,23.16
1017,1017,426,2,157.88
1018,1018,491,3,59.79
1019,1019,177,1,20.35
1020,1020,92,1,52.91
1021,1021,65,3,135.78
1022,1022,297,3,148.14
1023,1023,544,2,169.82
1024,1024,267,3,308.28
1025,1025,120,3,127.8
1026,1026,384,3,35.61
1027,1027,220,3,65.4
1028,1028,228,2,13.68
1029,1029,115,2,33.14
1030,1030,239,3,31.08
1031,1031,502,1,135.56
1032,1032,194,2,11.56
1033,1033,463,1,9.98
1034,1034,186,2,82.04
1035,1035,600,2,58.58
1036,1036,81,3,48.36
1037,1037,334,2,20.4
1038,1038,36,2,11.84
1039,1039,487,2,21.04
1040,1040,241,3,27.27
1041,1041,25,3,34.95
1042,1042,592,3,37.38
1043,1043,77,2,43.82
1044,1044,402,1,11.03
1045,1045,404,1,21.05
1046,1046,418,3,67.65
1047,1047,275,1,7.53
1048,1048,80,1,2.75
1049,1049,17,3,21.87
1050,1050,132,2,43.02
1051,1051,171,3,24.75
1052,1052,526,2,6.6
1053,1053,49,3,84.96
1054,1054,53,1,10.21
1055,1055,419,3,195.96
1056,1056,368,1,20.34
1057,1057,258,3,29.7
1058,1058,46,2,19.56
1059,1059,177,2,40.7
1060,1060,385,2,18.8
1061,1061,554,2,51.8
1062,1062,526,2,6.6
1063,1063,302,2,22.94
1064,1064,313,3,137.55
1065,1065,349,1,9.79
1066,1066,557,3,36.99
1067,1067,292,3,36.81
1068,1068,36,3,17.76
1069,1069,330,1,37.65
1070,1070,434,2,82.32
1071,1071,443,3,7.62
1072,1072,463,3,29.94
1073,1073,550,1,10.98
1074,1074,134,3,96.75
1075,1075,9,3,37.68
1076,1076,341,3,26.49
1077,1077,480,2,123.06
1078,1078,528,3,63.21
1079,1079,13,2,51.16
1080,1080,587,3,38.07
1081,1081,449,2,24.02
1082,1082,296,1,10.05
1083,1083,273,3,192.81
1084,1084,530,3,24.39
1085,1085,97,1,27.01
1086,1086,217,2,18.54
1087,1087,82,1,28.71
1088,1088,552,2,34.38
1089,1089,179,1,15.42
1090,1090,211,3,106.65
1091,1091,352,2,175.66
1092,1092,374,3,157.26
1093,1093,72,3,280.53
1094,1094,524,1,35.54
1095,1095,29,3,33.06
1096,1096,476,2,31.32
1097,1097,244,3,143.22
1098,1098,155,1,26.93
1099,1099,300,1,37.7
1100,1100,569,2,6.18
1101,1101,185,1,16.06
1102,1102,76,3,137.07
1103,1103,462,2,41.62
1104,1104,139,2,90.62
1105,1105,458,2,14.26
1106,1106,350,2,32.44
1107,1107,205,2,10.12
1108,1108,247,3,37.47
1109,1109,534,2,11.96
1110,1110,419,2,130.64
1111,1111,450,1,6.96
1112,1112,176,2,91.86
1113,1113,182,1,8.52
1114,1114,15,3,10.74
1115,1115,289,3,79.8
1116,1116,580,3,189.12
1117,1117,21,3,260.94
1118,1118,170,1,9.45
1119,1119,162,2,88.26
1120,1120,454,1,33.25
1121,1121,488,3,20.43
1122,1122,437,1,102.37
1123,1123,159,3,18.3
1124,1124,511,2,52.64
1125,1125,394,3,376.17
1126,1126,458,2,14.26
1127,1127,314,2,90.62
1128,1128,400,1,69.26
1129,1129,420,1,21.49
1130,1130,457,1,18.05
1131,1131,392,1,32.85
1132,1132,104,2,18.0
1133,1133,189,2,17.22
1134,1134,156,3,29.49
1135,1135,158,2,64.52
1136,1136,437,1,102.37
1137,1137,34,2,13.94
1138,1138,57,3,26.04
1139,1139,63,1,6.64
